Job_ID,Bank_Name,Job_Title,Cluster_Name,The_amount_of_word_count,Category
22791,M&T Bank,Project Manager I,Non-FinTech,7,Nonfintech
22792,M&T Bank,residential mortgage sales manager,Non-FinTech,9,Nonfintech
22793,M&T Bank,Senior Service Associate,Security,38,Fintech
22794,M&T Bank,Relationship Banker,Security,40,Fintech
22795,M&T Bank,CCM /Relationship Manager 1,﻿Payments,20,Fintech
22796,M&T Bank,Wealth Fiduciary Advisor,Non-FinTech,11,Nonfintech
22797,M&T Bank,Institutional Client Reporting Specialist,Non-FinTech,11,Nonfintech
22798,M&T Bank,WISD Sales Resource Writer II,Non-FinTech,10,Nonfintech
22799,M&T Bank,Client Administrator II,Lending,18,Fintech
22800,M&T Bank,Private Banking Client Services Specialist II,﻿Payments,59,Fintech
22801,M&T Bank,Wealth Fiduciary Advisor,Non-FinTech,13,Nonfintech
22802,M&T Bank,Tax Manager II,Planning,26,Fintech
22803,M&T Bank,Global Capital Markets Relationship Manager II,﻿Payments,38,Fintech
22804,M&T Bank,Branch Manager,﻿Payments,37,Fintech
22805,M&T Bank,CAM Claims Processor III,﻿Payments,19,Fintech
22806,M&T Bank,Commercial Payment Sales Consultant,﻿Payments,22,Fintech
22807,M&T Bank,Senior Audit Data Analytics Specialist,Big Data,24,Fintech
22808,M&T Bank,Senior Audit Data Analytics Specialist,Big Data,24,Fintech
22809,M&T Bank,Finance Manager I,Non-FinTech,8,Nonfintech
22810,M&T Bank,ROQA QC Tester,Non-FinTech,5,Nonfintech
22811,M&T Bank,Financial Analyst III,Big Data,18,Fintech
22812,M&T Bank,Project Manager,Non-FinTech,7,Nonfintech
22813,M&T Bank,Project Manager,Non-FinTech,7,Nonfintech
22814,M&T Bank,Outbound Sales Contact Center Representative,Planning,48,Fintech
22815,M&T Bank,Senior Service Associate,Security,40,Fintech
22816,M&T Bank,Service Associate,Security,47,Fintech
22817,M&T Bank,Senior Credit Review Officer,Lending,27,Fintech
22818,M&T Bank,Relationship Banker,Security,40,Fintech
22819,M&T Bank,Financial Advisor,Lending,67,Fintech
22820,M&T Bank,Senior Service Associate,Security,38,Fintech
22821,M&T Bank,Senior Service Associate,Security,38,Fintech
22822,M&T Bank,Senior Service Associate,Security,38,Fintech
22823,M&T Bank,Service Associate,Security,45,Fintech
22824,M&T Bank,Service Associate,Security,45,Fintech
22825,M&T Bank,Senior Service Associate,Security,38,Fintech
22826,M&T Bank,Senior Service Associate,Security,38,Fintech
22827,M&T Bank,SQL Database Engineer III,Blockchain,39,Fintech
22828,M&T Bank,Business Systems Analyst,Big Data,28,Fintech
22829,M&T Bank,RCC Jr. Programmer,Blockchain,37,Fintech
22830,M&T Bank,Relationship Liaison II,Big Data,25,Fintech
22831,M&T Bank,Sr Business Banking Relationship Mgr I,﻿Payments,31,Fintech
22832,M&T Bank,Sr. Reg Risk Analyst IV,Lending,22,Fintech
22833,M&T Bank,Relationship Banker,Security,40,Fintech
22834,M&T Bank,Service Associate,Security,45,Fintech
22835,M&T Bank,Credit Card Product Manager - Vendor Management,﻿Payments,39,Fintech
22836,M&T Bank,Senior Service Associate,Security,40,Fintech
22837,M&T Bank,Lead Business and Reporting Analyst - Foreclosure,Big Data,16,Fintech
22838,M&T Bank,CAM Operations Associate III,Non-FinTech,14,Nonfintech
22839,M&T Bank,Marketing Campaign Programmer,Blockchain,22,Fintech
22840,M&T Bank,Senior Auditor,Blockchain,18,Fintech
22841,M&T Bank,Perimeter Security Engineer Proxy - Firewall,﻿Payments,28,Fintech
22842,M&T Bank,CAM Operations Associate I,Non-FinTech,6,Nonfintech
22843,M&T Bank,Service Associate,Security,47,Fintech
22844,M&T Bank,Software Engineer III,Blockchain,39,Fintech
22845,M&T Bank,Network Engineer,Blockchain,21,Fintech
22846,M&T Bank,Banking Services Operations Associate II - Retail Lien Release Standard Processing,Non-FinTech,11,Nonfintech
22847,M&T Bank,Banking Services Operations Associate III - Retail Lien Release Standard Processing,Non-FinTech,10,Nonfintech
22848,M&T Bank,Retail Lien Release Special Handling Associate III,Lending,19,Fintech
22849,M&T Bank,Mortgage New Loan Associate III,﻿Payments,19,Fintech
22850,M&T Bank,Business Risk Analyst II,Blockchain,18,Fintech
22851,M&T Bank,Product Mgr I - Student Lending,﻿Payments,39,Fintech
22852,M&T Bank,relationship Banker,Security,41,Fintech
22853,M&T Bank,CAM Operations Associate III,Non-FinTech,14,Nonfintech
22854,M&T Bank,Commercial Services Support Associate,﻿Payments,30,Fintech
22855,M&T Bank,Commercial Relationship Manager,﻿Payments,16,Fintech
22856,M&T Bank,Merchant Customer Service Specialist I,Planning,23,Fintech
22857,M&T Bank,Senior Service Associate,Security,40,Fintech
22858,M&T Bank,Senior Service Associate,Security,40,Fintech
22859,M&T Bank,Senior Service Associate,Security,41,Fintech
22860,M&T Bank,Senior Service Associate,Security,41,Fintech
22861,M&T Bank,Banking Services Operations Asociate V - Support Services,Non-FinTech,12,Nonfintech
22862,M&T Bank,Banking Services Operations Associate V - Support Services,Non-FinTech,12,Nonfintech
22863,M&T Bank,Banking Services Operations Associate IV - Mortgage Assignment Support,Non-FinTech,7,Nonfintech
22864,M&T Bank,Banking Services Operations Associate IV - Support Services,Non-FinTech,8,Nonfintech
22865,M&T Bank,Banking Services Operations Associcate III - Mortgage Assignment Support,Non-FinTech,6,Nonfintech
22866,M&T Bank,Associate II- Records Retention - Closing & Collateral,Non-FinTech,13,Nonfintech
22867,M&T Bank,Banking Services Operations Associate III - Mortgage Assignment Support,Non-FinTech,6,Nonfintech
22868,M&T Bank,Banking Services Operations Associate IV - Support Services,Non-FinTech,8,Nonfintech
22869,M&T Bank,Banking Services Operations Associate IV - Mortgage Assignment Support,Non-FinTech,7,Nonfintech
22870,M&T Bank,Associate III - Records Retention - Closing & Collateral,Non-FinTech,12,Nonfintech
22871,M&T Bank,Sales Strategy Specialist,Non-FinTech,9,Nonfintech
22872,M&T Bank,Financial Advisor,Lending,67,Fintech
22873,M&T Bank,RCC Floor Support Lead and FICS Support,Blockchain,15,Fintech
22874,M&T Bank,RCC Project Manager I,Non-FinTech,7,Nonfintech
22875,M&T Bank,Documentation Associate,﻿Payments,15,Fintech
22876,M&T Bank,Mortgage Originator,Big Data,21,Fintech
22877,M&T Bank,Commercial Payment Sales Consultant,﻿Payments,19,Fintech
22878,M&T Bank,RCC Senior Programmer,Big Data,15,Fintech
22879,M&T Bank,BILINGUAL Contact Center Service Representative,Big Data,37,Fintech
22880,M&T Bank,Merchant Services Sales Consultant,Big Data,29,Fintech
22881,M&T Bank,Mortgage Servicing Contact Center Service Representative,Big Data,37,Fintech
22882,M&T Bank,Contact Center Service Representative,Big Data,37,Fintech
22883,M&T Bank,Wealth Management Process Improvement Program Manager,Trading & Investment,33,Fintech
22884,M&T Bank,Wealth Management Business Process & Analytics Manager,Non-FinTech,12,Nonfintech
22885,M&T Bank,Mortgage Accounting Analyst II,Blockchain,17,Fintech
22886,M&T Bank,Relationship Liaison III,Big Data,34,Fintech
22887,M&T Bank,Senior Service Associate,Security,40,Fintech
22888,M&T Bank,Employee Relations Specialist II,Big Data,22,Fintech
22889,M&T Bank,REO Asset Manger I,Non-FinTech,11,Nonfintech
22890,M&T Bank,Service Associate,Security,47,Fintech
22891,M&T Bank,Senior Service Associate,Security,47,Fintech
22892,M&T Bank,Branch Manager,﻿Payments,37,Fintech
22893,M&T Bank,Branch Manager,﻿Payments,37,Fintech
22894,M&T Bank,Commercial & Industrial Senior Credit Analyst I,Lending,28,Fintech
22895,M&T Bank,Wilmington Technology Building Ambassador,Non-FinTech,10,Nonfintech
22896,M&T Bank,Investor Reporting Accounting Associate II,Non-FinTech,12,Nonfintech
22897,M&T Bank,Accounting Business Systems Analyst I,﻿Payments,22,Fintech
22898,M&T Bank,BANKING SERVICES OPERATIONS ASSOCIATE IV - ESCROW ADMINISTRATION,Trading & Investment,16,Fintech
22899,M&T Bank,Fraud Detection Analyst,﻿Payments,23,Fintech
22900,M&T Bank,Client Administrator II,Non-FinTech,9,Nonfintech
22901,M&T Bank,Client Administrator I,Non-FinTech,9,Nonfintech
22902,M&T Bank,GCM Client Administrator III - Loan Agency,Non-FinTech,9,Nonfintech
22903,M&T Bank,GCM Relationship Manager I - Loan Agency,﻿Payments,20,Fintech
22904,M&T Bank,Loan Agency - GCM Relationship Manager II,﻿Payments,31,Fintech
22905,M&T Bank,Banking Services Operations Associate IV - Trust Processing & Research,﻿Payments,19,Fintech
22906,M&T Bank,Senior Software Engineer -ATM,Non-FinTech,11,Nonfintech
22907,M&T Bank,Senior Private Client Trust Consultant (Telecommute),Big Data,16,Fintech
22908,M&T Bank,Senior Accountant II,Blockchain,25,Fintech
22909,M&T Bank,Sales and Product Support Specialist,﻿Payments,23,Fintech
22910,M&T Bank,Senior Wealth Relationship Manager,Big Data,22,Fintech
22911,M&T Bank,Investment Planning Advisor II,Non-FinTech,12,Nonfintech
22912,M&T Bank,Shared Services Tax Analyst,Non-FinTech,14,Nonfintech
22913,M&T Bank,Senior Accountant,Blockchain,22,Fintech
22914,M&T Bank,Relationship Manager,Non-FinTech,14,Nonfintech
22915,M&T Bank,Service Associate,Security,45,Fintech
22916,M&T Bank,Service Associate,Security,45,Fintech
22917,M&T Bank,Branch Operations Coordinator,Security,24,Fintech
22918,M&T Bank,Quality Assurance Analyst I - Loss Mit Pre-Closing,Non-FinTech,14,Nonfintech
22919,M&T Bank,Loss Mitigation Liaison I,Non-FinTech,11,Nonfintech
22920,M&T Bank,Loss Mit Liaison II,Non-FinTech,12,Nonfintech
22921,M&T Bank,CAM Documentation and Control Specialist II,Non-FinTech,7,Nonfintech
22922,M&T Bank,CAM Documentation and Control Specialist III,Non-FinTech,8,Nonfintech
22923,M&T Bank,Loss Mit Underwriter III,﻿Payments,28,Fintech
22924,M&T Bank,Loss Mit Underwriter I,Non-FinTech,11,Nonfintech
22925,M&T Bank,Loss Mit Underwriter II,﻿Payments,16,Fintech
22926,M&T Bank,Senior Consumer Compliance Analyst,Non-FinTech,5,Nonfintech
22927,M&T Bank,Bankruptcy Specialist II,Non-FinTech,14,Nonfintech
22928,M&T Bank,Trust and Wealth Client Administrator III Wilmington Trust,Lending,23,Fintech
22929,M&T Bank,Foreclosure Support Specialist I,Non-FinTech,13,Nonfintech
22930,M&T Bank,Foreclosure Support Specialist II,﻿Payments,17,Fintech
22931,M&T Bank,Banking Services Operations Associate IV - Print Services,Non-FinTech,6,Nonfintech
22932,M&T Bank,Senior Property Casualty Insurance Producer,Non-FinTech,12,Nonfintech
22933,M&T Bank,RCC Production Analyst III,﻿Payments,16,Fintech
22934,M&T Bank,RCC Support Specialist I,Non-FinTech,0,Nonfintech
22935,M&T Bank,Application Developer II,Blockchain,29,Fintech
22936,M&T Bank,Application Developer II,Blockchain,29,Fintech
22937,M&T Bank,Milestone Foreclosure Specialist,﻿Payments,16,Fintech
22938,M&T Bank,Foreclosure Specialist - Legal Administration,﻿Payments,21,Fintech
22939,M&T Bank,Foreclosure Specialist - Contested,﻿Payments,16,Fintech
22940,M&T Bank,Branch Operations Coordinator,Security,24,Fintech
22941,M&T Bank,Banking Services Operations Associate III - Legal Document - Subpoena,Non-FinTech,5,Nonfintech
22942,M&T Bank,Project Manager I,Non-FinTech,7,Nonfintech
22943,M&T Bank,Senior Service Associate,Security,38,Fintech
22944,M&T Bank,Technology Manager,Blockchain,38,Fintech
22945,M&T Bank,Senior Executive Technical Support Specialist,Big Data,24,Fintech
22946,M&T Bank,VMware Technical Engineer,Security,31,Fintech
22947,M&T Bank,Business Systems Analyst VI,Big Data,40,Fintech
22948,M&T Bank,Internal ARP - Operational Accounting Associate III,Non-FinTech,5,Nonfintech
22949,M&T Bank,Property Preservation Specialist II,Big Data,17,Fintech
22950,M&T Bank,Property Preservation Specialist III,Non-FinTech,6,Nonfintech
22951,M&T Bank,Senior Administrative Assistant,Non-FinTech,1,Nonfintech
22952,M&T Bank,Bankruptcy Group Leader II,Non-FinTech,6,Nonfintech
22953,M&T Bank,CAM Claims Processor II,﻿Payments,23,Fintech
22954,M&T Bank,Bankruptcy Specialist III,Non-FinTech,8,Nonfintech
22955,M&T Bank,Financial advisor,Lending,63,Fintech
22956,M&T Bank,Accounting Analyst I,Blockchain,19,Fintech
22957,M&T Bank,Loss Mit Pre-Closing Operational Accounting Associate III,Non-FinTech,5,Nonfintech
22958,M&T Bank,Loss Mit Pre-Closing Specialist,Non-FinTech,12,Nonfintech
22959,M&T Bank,Mortgage Customer Outreach Specialist II,Non-FinTech,13,Nonfintech
22960,M&T Bank,Mortgage Customer Outreach Specialist I,Non-FinTech,12,Nonfintech
22961,M&T Bank,Service Associate,Security,48,Fintech
22962,M&T Bank,Relationship Banker,Big Data,42,Fintech
22963,M&T Bank,Regional Field Investigations Manager I,Non-FinTech,6,Nonfintech
22964,M&T Bank,M&T Securities Sales Assistant,Non-FinTech,11,Nonfintech
22965,M&T Bank,Financial Advisor,Lending,67,Fintech
22966,M&T Bank,Financial Advisor,Lending,67,Fintech
22967,M&T Bank,Mortgage Originator- Central & Southern PA,Big Data,21,Fintech
22968,M&T Bank,Commercial Real Estate Senior Relationship Manager,﻿Payments,15,Fintech
22969,M&T Bank,Banking Services Operations Associate III - Mortgage Payments & Maintenance,﻿Payments,17,Fintech
22970,M&T Bank,M&T Securities Sales Assistant,Non-FinTech,11,Nonfintech
22971,M&T Bank,Project Administrator,Non-FinTech,13,Nonfintech
22972,M&T Bank,Business Banking & Consumer Support Specialist II,Non-FinTech,12,Nonfintech
22973,M&T Bank,Senior Project Analyst - Financial Crimes,Non-FinTech,10,Nonfintech
22974,M&T Bank,Sr Service Associate,Security,38,Fintech
22975,M&T Bank,Service Associate,Security,45,Fintech
22976,M&T Bank,Assistant Branch Manager,Security,57,Fintech
22977,M&T Bank,Relationship Banker,Security,40,Fintech
22978,M&T Bank,Service Associate,Security,45,Fintech
22979,M&T Bank,Branch Manager,﻿Payments,37,Fintech
22980,M&T Bank,Branch Manager,﻿Payments,39,Fintech
22981,M&T Bank,Branch Operations Coordinator,Security,25,Fintech
22982,M&T Bank,Service Associate,Security,45,Fintech
22983,M&T Bank,Senior Service Associate,Security,38,Fintech
22984,M&T Bank,Senior Service Associate,Security,38,Fintech
22985,M&T Bank,Service Associate,Security,45,Fintech
22986,M&T Bank,Branch Operations Coordinator,Security,24,Fintech
22987,M&T Bank,Senior Relationship Banker,﻿Payments,45,Fintech
22988,M&T Bank,Senior Service Associate,Security,38,Fintech
22989,M&T Bank,Senior Relationship Banker,﻿Payments,45,Fintech
22990,M&T Bank,Mortgage Originator,Big Data,21,Fintech
22991,M&T Bank,Product Manager I,﻿Payments,39,Fintech
22992,M&T Bank,Mortgage Originator,Big Data,21,Fintech
22993,M&T Bank,Business Banking Relationship Manager,﻿Payments,26,Fintech
22994,M&T Bank,SBA Analyst IV,Non-FinTech,13,Nonfintech
22995,M&T Bank,BILINGUAL Contact Center Service Representative,Big Data,37,Fintech
22996,M&T Bank,Contact Center Service Representative,Big Data,37,Fintech
22997,M&T Bank,CAM Operations Associate III,Non-FinTech,9,Nonfintech
22998,M&T Bank,Banking Services Group Leader II - Treasury Management Services,Non-FinTech,14,Nonfintech
22999,M&T Bank,Lockbox Processor II,Non-FinTech,13,Nonfintech
23000,M&T Bank,Lease Securities Operations Associate III - BSOA,Non-FinTech,8,Nonfintech
23001,M&T Bank,Lockbox Processor II,Big Data,16,Fintech
23002,M&T Bank,Operations Associate III - Escrow Administration,Non-FinTech,13,Nonfintech
23003,M&T Bank,Banking Services Operations Associate III - ACH,Non-FinTech,13,Nonfintech
23004,M&T Bank,Service Associate,Security,47,Fintech
23005,M&T Bank,Fraud Detection Analyst,﻿Payments,24,Fintech
23006,M&T Bank,Fraud Operations Specialist,﻿Payments,20,Fintech
23007,M&T Bank,Branch Manager,﻿Payments,39,Fintech
23008,M&T Bank,"Group Manager, Commercial Equipment Leasing",Non-FinTech,10,Nonfintech
23009,M&T Bank,Senior Service Associate - Float Wrightsville,Security,40,Fintech
23010,M&T Bank,Commercial Payment Sales Consultant,﻿Payments,22,Fintech
23011,M&T Bank,"Team Leader, Commercial Equipment Finance",Non-FinTech,9,Nonfintech
23012,M&T Bank,Mortgage Loan Officer,﻿Payments,18,Fintech
23013,M&T Bank,senior credit analyst I,Lending,27,Fintech
23014,M&T Bank,Sr Business Banking Relationship Mgr I,﻿Payments,31,Fintech
23015,M&T Bank,Business Analytics & Reporting Manager - Digital Banking,Non-FinTech,12,Nonfintech
23016,M&T Bank,Executive Protection Manager,Non-FinTech,10,Nonfintech
23017,M&T Bank,Senior Compliance Advisor - Sales Practice Compliance,Lending,30,Fintech
23018,M&T Bank,Product Manager V,﻿Payments,74,Fintech
23019,M&T Bank,Product Manager II,﻿Payments,70,Fintech
23020,M&T Bank,Staff Auditor,Non-FinTech,8,Nonfintech
23021,M&T Bank,CRM Implementation Lead,Blockchain,34,Fintech
23022,M&T Bank,Software Engineer II,Blockchain,38,Fintech
23023,M&T Bank,Sr. SQL Server DBA,Blockchain,53,Fintech
23024,M&T Bank,Loss Mitigation Liaison I,Non-FinTech,11,Nonfintech
23025,M&T Bank,Lead Business Analyst,Big Data,25,Fintech
23026,M&T Bank,Integration Developer,Blockchain,38,Fintech
23027,M&T Bank,UX-UI Developer,Blockchain,38,Fintech
23028,M&T Bank,Shared Services Account Transition Assoicate,Planning,20,Fintech
23029,M&T Bank,Senior Service Associate,Security,40,Fintech
23030,M&T Bank,SERVICE ASSOCIATE,Security,45,Fintech
23031,M&T Bank,Application Developer II,Blockchain,29,Fintech
23032,M&T Bank,Lead UX-UI Developer,Blockchain,39,Fintech
23033,M&T Bank,Relationship Banker,Security,41,Fintech
23034,M&T Bank,Service Associate,Security,47,Fintech
23035,M&T Bank,Senior Service Associate,Security,40,Fintech
23036,M&T Bank,Relationship Banker,Security,41,Fintech
23037,M&T Bank,Relationship Banker,Security,41,Fintech
23038,M&T Bank,Assistant Branch Manager,Security,57,Fintech
23039,M&T Bank,Senior Service Associate,Security,38,Fintech
23040,M&T Bank,BRANCH OPERATIONS COORDINATOR,Security,24,Fintech
23041,M&T Bank,Relationship Banker,Security,40,Fintech
23042,M&T Bank,Senior Cybersecurity Solutions Architect,Blockchain,25,Fintech
23043,M&T Bank,Business Banking Senior Relationship Manager I,﻿Payments,27,Fintech
23044,M&T Bank,Contact Center Supervisor,Non-FinTech,13,Nonfintech
23045,M&T Bank,Mortgage Customer Outreach Specialist I,Non-FinTech,11,Nonfintech
